module_code,module_title,department,classification,m4_lead_name,m4_lead_score,m5_lead_name,m5_lead_score,lead_status,rank_shift,tradeoff_delta,policy_summary
N/A,"CYXXX - Power, Space and Resistance: Carceral Geographies","Department of Social Sciences, Media and Communications",taught_academic,Professor Monica Degen,0.1704,Dr Gareth Dale,0.1643,DISPLACED_BY_QUOTA,1,0.0061,"Assigned Dr Gareth Dale (Rank #2, Relevance: 0.1643) under Institutional Workload Policy."
N/A,Economics,"Department of Economics, Finance and Accounting",taught_academic,Dr Sven Fischer,0.4414,Professor Sugata Ghosh,0.423,DISPLACED_BY_QUOTA,2,0.0184,"Assigned Professor Sugata Ghosh (Rank #3, Relevance: 0.4230) under Institutional Workload Policy."
N/A,Qualitative Research Methods,Department of Life Sciences,taught_academic,Dr Rebecca Hings,0.3885,Dr Lora Adair,0.3395,DISPLACED_BY_QUOTA,4,0.0489,"Assigned Dr Lora Adair (Rank #5, Relevance: 0.3395) under Institutional Workload Policy."
SP3616,Advanced Research Methods and Data Analysis: Final Year Project,Department of Life Sciences,independent_project_placement,Dr Rebecca Hings,0.4148,Dr Rebecca Hings,0.4148,EXEMPT,0,0.0,Exempt unit: 'Dr Rebecca Hings' assigned as academic supervisor / dissertation coordinator.
MG2EEE,Global Business Strategies in Emerging Economies,Brunel Business School,taught_academic,Dr Cristina Stoian,0.5261,Dr Jun Hou,0.4246,DISPLACED_BY_QUOTA,3,0.1015,"Assigned Dr Jun Hou (Rank #4, Relevance: 0.4246) under Institutional Workload Policy."
LX5617,Principles of International Commercial Arbitration,Department of Social and Political Sciences,taught_academic,Dr Peter Wilkin,0.1762,Dr Ayushman Bhagat,0.1677,DISPLACED_BY_QUOTA,1,0.0084,"Assigned Dr Ayushman Bhagat (Rank #2, Relevance: 0.1677) under Institutional Workload Policy."
SP5508,Research Methods and Data Analysis,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.2695,Dr Stanley Gaines,0.2466,DISPLACED_BY_QUOTA,1,0.023,"Assigned Dr Stanley Gaines (Rank #2, Relevance: 0.2466) under Institutional Workload Policy."
LX3652,"AI, Data and the Law",Department of Social and Political Sciences,taught_academic,Dr Kristian Gustafson,0.3069,Dr Manu Savani,0.2187,DISPLACED_BY_QUOTA,4,0.0883,"Assigned Dr Manu Savani (Rank #5, Relevance: 0.2187) under Institutional Workload Policy."
EE5607,Digital Branding Strategy,Brunel Design School,taught_academic,Professor Youngok Choi,0.3434,Dr Busayawan Lam,0.3408,DISPLACED_BY_QUOTA,1,0.0026,"Assigned Dr Busayawan Lam (Rank #2, Relevance: 0.3408) under Institutional Workload Policy."
PH5692,Applied Pharmacology,Department of Health Sciences,taught_academic,Professor Joy Conway,0.3133,Dr Shirley Crankson,0.2927,DISPLACED_BY_QUOTA,1,0.0206,"Assigned Dr Shirley Crankson (Rank #2, Relevance: 0.2927) under Institutional Workload Policy."
MG3635,International Business Strategy,Brunel Business School,taught_academic,Dr Cristina Stoian,0.505,Dr Cristina Stoian,0.505,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Cristina Stoian assigned as Rank #1 subject expert (Relevance score: 0.5050).
LX1604,Criminal Law and Criminal Justice System,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.4329,Dr Matthew Cracknell,0.4329,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Matthew Cracknell assigned as Rank #1 subject expert (Relevance score: 0.4329).
FM2610,Asset Creation 2: Advanced Techniques,Department of Arts and Humanities,taught_academic,Dr Mariza Dima,0.3042,Dr Mariza Dima,0.3042,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mariza Dima assigned as Rank #1 subject expert (Relevance score: 0.3042).
EN1610,Literary London,Department of Arts and Humanities,taught_academic,Dr Rohini Rai,0.3438,Dr Simon Weaver,0.3423,DISPLACED_BY_QUOTA,1,0.0015,"Assigned Dr Simon Weaver (Rank #2, Relevance: 0.3423) under Institutional Workload Policy."
PH5624,Pain: Contemporary Science and Practice,Department of Health Sciences,taught_academic,Dr Paapa Kwesi Ampiah,0.4777,Mr John Cossar,0.3155,DISPLACED_BY_QUOTA,3,0.1621,"Assigned Mr John Cossar (Rank #4, Relevance: 0.3155) under Institutional Workload Policy."
LX1603,Public Law and Legal Skills,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.2772,Dr Martin Hansen,0.2645,DISPLACED_BY_QUOTA,1,0.0127,"Assigned Dr Martin Hansen (Rank #2, Relevance: 0.2645) under Institutional Workload Policy."
N/A,Statistics,"Department of Economics, Finance and Accounting",taught_academic,Dr Matteo Pazzona,0.2647,Dr Matteo Pazzona,0.2647,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Matteo Pazzona assigned as Rank #1 subject expert (Relevance score: 0.2647).
CW2605,Writing Genre,Department of Arts and Humanities,taught_academic,Professor Jago Morrison,0.2936,Dr Andra Ivanescu,0.2902,DISPLACED_BY_QUOTA,1,0.0033,"Assigned Dr Andra Ivanescu (Rank #2, Relevance: 0.2902) under Institutional Workload Policy."
LX3614,International Commercial Arbitration,Department of Social and Political Sciences,taught_academic,Dr Ayushman Bhagat,0.2139,Dr Ayushman Bhagat,0.2139,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ayushman Bhagat assigned as Rank #1 subject expert (Relevance score: 0.2139).
EC5533,Risk Management,"Department of Economics, Finance and Accounting",taught_academic,Miss Dilruba Karim,0.3122,Professor Menelaos Karanasos,0.2766,DISPLACED_BY_QUOTA,1,0.0356,"Assigned Professor Menelaos Karanasos (Rank #2, Relevance: 0.2766) under Institutional Workload Policy."
JR5617,Multi-platform Storytelling,"Department of Social Sciences, Media and Communications",taught_academic,Professor Monica Degen,0.1996,Professor Monica Degen,0.1996,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Monica Degen assigned as Rank #1 subject expert (Relevance score: 0.1996).
EC3HHH,Applied Econometrics and Data Analytics,"Department of Economics, Finance and Accounting",taught_academic,Professor Guglielmo Maria Caporale,0.2947,Professor Vasilis Sarafidis,0.2388,DISPLACED_BY_QUOTA,4,0.0559,"Assigned Professor Vasilis Sarafidis (Rank #5, Relevance: 0.2388) under Institutional Workload Policy."
SP2616,"Physical Activity, Health and Wellbeing in the Life Course",Department of Life Sciences,taught_academic,Professor Louise Mansfield,0.4913,Professor Louise Mansfield,0.4913,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Louise Mansfield assigned as Rank #1 subject expert (Relevance score: 0.4913).
MN5566,Design Experience,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Nithin Amirth Jayasree,0.2189,Dr Nithin Amirth Jayasree,0.2189,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nithin Amirth Jayasree assigned as Rank #1 subject expert (Relevance score: 0.2189).
N/A,Social Inequalities & Health,Department of Life Sciences,taught_academic,Professor Louise Mansfield,0.3583,Dr Micheal De Barra,0.31,DISPLACED_BY_QUOTA,3,0.0483,"Assigned Dr Micheal De Barra (Rank #4, Relevance: 0.3100) under Institutional Workload Policy."
MG2626,New Venture Creation,Brunel Business School,taught_academic,Dr Wai Joyce Joyce Ko,0.2603,Dr Ibrahim Al-Jubari,0.2251,DISPLACED_BY_QUOTA,4,0.0352,"Assigned Dr Ibrahim Al-Jubari (Rank #5, Relevance: 0.2251) under Institutional Workload Policy."
N/A,Advanced 3D Animation Project,Department of Electronic and Computer Engineering,taught_academic,Dr Nadine Aburumman,0.3255,Dr Anastasia Anagnostou,0.2944,DISPLACED_BY_QUOTA,1,0.0311,"Assigned Dr Anastasia Anagnostou (Rank #2, Relevance: 0.2944) under Institutional Workload Policy."
PH5601,Critical Care,Department of Health Sciences,taught_academic,Miss Alex Harvey,0.4133,Professor Cherry Kilbride,0.3191,DISPLACED_BY_QUOTA,4,0.0942,"Assigned Professor Cherry Kilbride (Rank #5, Relevance: 0.3191) under Institutional Workload Policy."
N/A,Human Factors in Design,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.378,Dr Arthi Manohar,0.3459,DISPLACED_BY_QUOTA,3,0.0321,"Assigned Dr Arthi Manohar (Rank #4, Relevance: 0.3459) under Institutional Workload Policy."
MA3628,Applied Optimisation,Department of Mathematics,taught_academic,Dr Diana Roman,0.4166,Dr Chuong Thai Doan,0.296,DISPLACED_BY_QUOTA,2,0.1206,"Assigned Dr Chuong Thai Doan (Rank #3, Relevance: 0.2960) under Institutional Workload Policy."
N/A,Developmental Psychology,Department of Life Sciences,taught_academic,Dr Nicole Wen,0.3899,Dr Andre J. Szameitat,0.2959,DISPLACED_BY_QUOTA,3,0.0941,"Assigned Dr Andre J. Szameitat (Rank #4, Relevance: 0.2959) under Institutional Workload Policy."
N/A,"Art Thinking for Games: Visual Research, Creative Practice & Art Direction",Department of Arts and Humanities,taught_academic,Dr Thaleia Deniozou,0.3771,Dr Thaleia Deniozou,0.3771,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Thaleia Deniozou assigned as Rank #1 subject expert (Relevance score: 0.3771).
MB5523,Corporate and Business Finance,Brunel Business School,taught_academic,Dr Radha Shiwakoti,0.4092,Dr Hugh Colaco,0.3587,DISPLACED_BY_QUOTA,3,0.0506,"Assigned Dr Hugh Colaco (Rank #4, Relevance: 0.3587) under Institutional Workload Policy."
SW5634,SW5634 Professional Practice,Department of Health Sciences,taught_academic,Professor Fiona Verity,0.3876,Dr Yohai Hakak,0.3709,DISPLACED_BY_QUOTA,2,0.0166,"Assigned Dr Yohai Hakak (Rank #3, Relevance: 0.3709) under Institutional Workload Policy."
EE5624,Applied Sensors Instrumentation and Control,Department of Electronic and Computer Engineering,taught_academic,Dr Yohan Noh,0.2694,Dr Konstantinos Banitsas,0.2136,DISPLACED_BY_QUOTA,4,0.0558,"Assigned Dr Konstantinos Banitsas (Rank #5, Relevance: 0.2136) under Institutional Workload Policy."
CY5606,Managing Investigations,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.354,Dr Matthew Cracknell,0.354,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Matthew Cracknell assigned as Rank #1 subject expert (Relevance score: 0.3540).
LX3611,Evidence,Department of Social and Political Sciences,taught_academic,Dr Matthew Cracknell,0.2763,Dr Matthew Cracknell,0.2763,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Matthew Cracknell assigned as Rank #1 subject expert (Relevance score: 0.2763).
MU2637,Musical Languages and Analysis,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.287,Dr Brent Ferguson,0.287,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.2870).
MU2631,Creative Studio Practice,Department of Arts and Humanities,taught_academic,Dr Brent Ferguson,0.2086,Dr Brent Ferguson,0.2086,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Brent Ferguson assigned as Rank #1 subject expert (Relevance score: 0.2086).
N/A,Engineering Design and Manufacturing for Business,Department of Electronic and Computer Engineering,taught_academic,Dr Nour Ali,0.1769,Dr Nour Ali,0.1769,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nour Ali assigned as Rank #1 subject expert (Relevance score: 0.1769).
EE5631,Advanced Vehicular Systems Technology,Department of Electronic and Computer Engineering,taught_academic,Dr Ioana Pisica,0.2719,Dr Ruiheng Wu,0.2238,DISPLACED_BY_QUOTA,4,0.0481,"Assigned Dr Ruiheng Wu (Rank #5, Relevance: 0.2238) under Institutional Workload Policy."
LX5609,Theory of International Financial Regulation,Department of Social and Political Sciences,taught_academic,Professor Philip Davies,0.1724,Dr Gareth Dale,0.1582,DISPLACED_BY_QUOTA,4,0.0142,"Assigned Dr Gareth Dale (Rank #5, Relevance: 0.1582) under Institutional Workload Policy."
N/A,Aircraft Propulsion,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alvin Gatto,0.3445,Professor Tze Pei Chong,0.2736,DISPLACED_BY_QUOTA,2,0.0709,"Assigned Professor Tze Pei Chong (Rank #3, Relevance: 0.2736) under Institutional Workload Policy."
MG3621,Taxation,Brunel Business School,taught_academic,Dr Amir Ashrafi,0.2215,Dr Lewis Smith,0.2165,DISPLACED_BY_QUOTA,1,0.0051,"Assigned Dr Lewis Smith (Rank #2, Relevance: 0.2165) under Institutional Workload Policy."
GY3603,Leadership for Change,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.3045,Dr Michelle Kline,0.256,DISPLACED_BY_QUOTA,1,0.0484,"Assigned Dr Michelle Kline (Rank #2, Relevance: 0.2560) under Institutional Workload Policy."
N/A,Design Creativity and Aesthetic Awareness,Brunel Design School,taught_academic,Dr Busayawan Lam,0.3692,Dr Busayawan Lam,0.3692,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Busayawan Lam assigned as Rank #1 subject expert (Relevance score: 0.3692).
PP5604,Counterintelligence and Security,Department of Social and Political Sciences,taught_academic,Professor Philip Davies,0.3843,Professor Philip Davies,0.3843,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Philip Davies assigned as Rank #1 subject expert (Relevance score: 0.3843).
ED1713,Study Skills and Methods of Enquiry,Department of Education,taught_academic,Professor Mike Watts,0.3188,Dr Sarmin Hossain,0.3015,DISPLACED_BY_QUOTA,3,0.0173,"Assigned Dr Sarmin Hossain (Rank #4, Relevance: 0.3015) under Institutional Workload Policy."
EE2655,Signals and Systems,Department of Electronic and Computer Engineering,taught_academic,Dr Lu Gan,0.219,Dr Shaoqing Hu,0.1919,DISPLACED_BY_QUOTA,3,0.0271,"Assigned Dr Shaoqing Hu (Rank #4, Relevance: 0.1919) under Institutional Workload Policy."
DR2628,Applied Theatre Project,Department of Arts and Humanities,taught_academic,Dr Katerina Paramana,0.287,Dr Stuart Andrews,0.2676,DISPLACED_BY_QUOTA,3,0.0194,"Assigned Dr Stuart Andrews (Rank #4, Relevance: 0.2676) under Institutional Workload Policy."
CO3621,Political and Strategic Communication,"Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.2845,Professor Jeffrey Karp,0.2749,DISPLACED_BY_QUOTA,1,0.0095,"Assigned Professor Jeffrey Karp (Rank #2, Relevance: 0.2749) under Institutional Workload Policy."
MG5607,International Trade,Brunel Business School,taught_academic,Dr Anamaria Diana Sova,0.2847,Dr Jun Hou,0.2333,DISPLACED_BY_QUOTA,4,0.0513,"Assigned Dr Jun Hou (Rank #5, Relevance: 0.2333) under Institutional Workload Policy."
BB36WW,Research Toolkit and Quality Management,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.3295,Dr Stanley Gaines,0.216,DISPLACED_BY_QUOTA,3,0.1134,"Assigned Dr Stanley Gaines (Rank #4, Relevance: 0.2160) under Institutional Workload Policy."
SW5630,SW5630 Legislation for Social Justice,Department of Health Sciences,taught_academic,Dr Cristina Asenjo Palma,0.4208,Dr Yohai Hakak,0.3928,DISPLACED_BY_QUOTA,1,0.028,"Assigned Dr Yohai Hakak (Rank #2, Relevance: 0.3928) under Institutional Workload Policy."
SP2617,Physiology of Sport and Exercise,Department of Life Sciences,taught_academic,Dr Oliver Gibson,0.5189,Dr Oliver Gibson,0.5189,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Oliver Gibson assigned as Rank #1 subject expert (Relevance score: 0.5189).
N/A,Art Psychotherapy Theory and Practice II,Department of Arts and Humanities,taught_academic,Dr Katerina Paramana,0.2827,Dr Katerina Paramana,0.2827,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Katerina Paramana assigned as Rank #1 subject expert (Relevance score: 0.2827).
FM2617,Research Methods,Department of Arts and Humanities,taught_academic,Mr Chris Cox,0.3752,Mr Chris Cox,0.3752,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Mr Chris Cox assigned as Rank #1 subject expert (Relevance score: 0.3752).
N/A,Cross-Cultural Psychology,Department of Life Sciences,taught_academic,Dr Nicole Wen,0.5234,Dr Matthew Gervais,0.3997,DISPLACED_BY_QUOTA,4,0.1237,"Assigned Dr Matthew Gervais (Rank #5, Relevance: 0.3997) under Institutional Workload Policy."
PH5670,Anatomy 1: Lower Quadrant,Department of Health Sciences,taught_academic,Dr Amanda Ager,0.2999,Miss Emma Farquharson,0.2626,DISPLACED_BY_QUOTA,1,0.0373,"Assigned Miss Emma Farquharson (Rank #2, Relevance: 0.2626) under Institutional Workload Policy."
ME5551,Management of People in Engineering Activities,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Susan Grant,0.2057,Dr Dong Zhang,0.1769,DISPLACED_BY_QUOTA,2,0.0288,"Assigned Dr Dong Zhang (Rank #3, Relevance: 0.1769) under Institutional Workload Policy."
LX3656,Canadian Constitutional Law,Department of Social and Political Sciences,taught_academic,Dr Inge Dornan,0.1969,Dr Inge Dornan,0.1969,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Inge Dornan assigned as Rank #1 subject expert (Relevance score: 0.1969).
PY3632,Disorders of Perception and Movement Control,Department of Life Sciences,taught_academic,Dr Adam Bruton,0.3882,Dr Adam Bruton,0.3882,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Adam Bruton assigned as Rank #1 subject expert (Relevance score: 0.3882).
N/A,Advanced 3D Animation Project,Department of Electronic and Computer Engineering,taught_academic,Dr Nadine Aburumman,0.3255,Dr Anastasia Anagnostou,0.2944,DISPLACED_BY_QUOTA,1,0.0311,"Assigned Dr Anastasia Anagnostou (Rank #2, Relevance: 0.2944) under Institutional Workload Policy."
ME5682,Current Topics in Aerospace,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alvin Gatto,0.298,Dr Changzhao Jiang,0.2009,DISPLACED_BY_QUOTA,3,0.0971,"Assigned Dr Changzhao Jiang (Rank #4, Relevance: 0.2009) under Institutional Workload Policy."
LX2082,Land Law,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.2307,Dr Will Rollason,0.2244,DISPLACED_BY_QUOTA,1,0.0063,"Assigned Dr Will Rollason (Rank #2, Relevance: 0.2244) under Institutional Workload Policy."
CS2601,Software Development and Management,Department of Computer Science,taught_academic,Dr Rumyana Neykova,0.4326,Dr Rumyana Neykova,0.4326,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Rumyana Neykova assigned as Rank #1 subject expert (Relevance score: 0.4326).
MG5680,Digital Innovation and Technology Management,Brunel Business School,taught_academic,Dr Lalnunpuia Samuel,0.3664,Dr Lalnunpuia Samuel,0.3664,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Lalnunpuia Samuel assigned as Rank #1 subject expert (Relevance score: 0.3664).
ME2612,Engineering Business (Core),Department of Mechanical and Aerospace Engineering,taught_academic,Dr Ali Badiei,0.1912,Dr Moschos Papananias,0.168,DISPLACED_BY_QUOTA,3,0.0232,"Assigned Dr Moschos Papananias (Rank #4, Relevance: 0.1680) under Institutional Workload Policy."
